"Код заказа","Клиент","Сотрудник","Дата размещения","Дата назначения","Дата исполнения","Доставка","Стоимость доставки","Получатель","Адрес получателя","Город получателя","Область получателя","Индекс получателя","Страна получателя"
10958,"Oceano Atlantico Ltda.","Кралев, Петр",18-03-1998,15-04-1998,27-03-1998,"Почта","49,56р.","Oceano Atlantico Ltda.","Ing. Gustavo Moncada 8585
Piso 20-A","Буэнос-Айрес",,"1010","Аргентина"
10959,"Gourmet Lanchonetes","Акбаев, Иван",18-03-1998,29-04-1998,23-03-1998,"Почта","4,98р.","Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
10960,"HILARION-Abastos","Бабкина, Ольга",19-03-1998,02-04-1998,08-04-1998,"Ространс","2,08р.","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10961,"Queen Cozinha","Крылова, Анна",19-03-1998,16-04-1998,30-03-1998,"Ространс","104,47р.","Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10962,"QUICK-Stop","Крылова, Анна",19-03-1998,16-04-1998,23-03-1998,"Почта","275,79р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10963,"Furia Bacalhau e Frutos do Mar","Ясенева, Инна",19-03-1998,16-04-1998,26-03-1998,"Иное","2,70р.","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Лиссабон",,"1675","Португалия"
10964,"Specialites du monde","Бабкина, Ольга",20-03-1998,17-04-1998,24-03-1998,"Почта","87,38р.","Specialites du monde","25, rue Lauriston","Париж",,"75016","Франция"
10965,"Old World Delicatessen","Акбаев, Иван",20-03-1998,17-04-1998,30-03-1998,"Иное","144,38р.","Old World Delicatessen","2743 Bering St.","Анкоридж","AK","99508","США"
10966,"Chop-suey Chinese","Воронова, Дарья",20-03-1998,17-04-1998,08-04-1998,"Ространс","27,19р.","Chop-suey Chinese","Hauptstr. 31","Берн",,"3012","Швейцария"
10967,"Toms Spezialitaten","Новиков, Павел",23-03-1998,20-04-1998,02-04-1998,"Почта","62,22р.","Toms Spezialitaten","Luisenstr. 48","Мюнстер",,"44087","Германия"
10968,"Ernst Handel","Белова, Мария",23-03-1998,20-04-1998,01-04-1998,"Иное","74,60р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10969,"Comercio Mineiro","Белова, Мария",23-03-1998,20-04-1998,30-03-1998,"Почта","0,21р.","Comercio Mineiro","Av. dos Lusiadas, 23","Сан-Пауло","SP","05432-043","Бразилия"
10970,"Bolido Comidas preparadas","Ясенева, Инна",24-03-1998,07-04-1998,24-04-1998,"Ространс","16,16р.","Bolido Comidas preparadas","C/ Araquil, 67","Мадрид",,"28023","Испания"
10971,"France restauration","Новиков, Павел",24-03-1998,21-04-1998,02-04-1998,"Почта","121,82р.","France restauration","54, rue Royale","Нант",,"44000","Франция"
10972,"La corne d'abondance","Воронова, Дарья",24-03-1998,21-04-1998,26-03-1998,"Почта","0,02р.","La corne d'abondance","67, avenue de l'Europe","Версаль",,"78000","Франция"
10973,"La corne d'abondance","Акбаев, Иван",24-03-1998,21-04-1998,27-03-1998,"Почта","15,17р.","La corne d'abondance","67, avenue de l'Europe","Версаль",,"78000","Франция"
10974,"Split Rail Beer & Ale","Бабкина, Ольга",25-03-1998,08-04-1998,03-04-1998,"Иное","12,96р.","Split Rail Beer & Ale","P.O. Box 555","Лендер","WY","82520","США"
10975,"Bottom-Dollar Markets","Белова, Мария",25-03-1998,22-04-1998,27-03-1998,"Иное","32,27р.","Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
10976,"HILARION-Abastos","Белова, Мария",25-03-1998,06-05-1998,03-04-1998,"Ространс","37,97р.","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10977,"Folk och fa HB","Крылова, Анна",26-03-1998,23-04-1998,10-04-1998,"Иное","208,50р.","Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10978,"Maison Dewey","Ясенева, Инна",26-03-1998,23-04-1998,23-04-1998,"Почта","32,82р.","Maison Dewey","Rue Joseph-Bens 532","Брюссель",,"B-1180","Бельгия"
10979,"Ernst Handel","Крылова, Анна",26-03-1998,23-04-1998,31-03-1998,"Почта","353,07р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10980,"Folk och fa HB","Воронова, Дарья",27-03-1998,08-05-1998,17-04-1998,"Ространс","1,26р.","Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10981,"Hanari Carnes","Белова, Мария",27-03-1998,24-04-1998,02-04-1998,"Почта","193,37р.","Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10982,"Bottom-Dollar Markets","Новиков, Павел",27-03-1998,24-04-1998,08-04-1998,"Ространс","14,01р.","Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
10983,"Save-a-lot Markets","Новиков, Павел",27-03-1998,24-04-1998,06-04-1998,"Почта","657,54р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10984,"Save-a-lot Markets","Белова, Мария",30-03-1998,27-04-1998,03-04-1998,"Иное","211,22р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10985,"Hungry Owl All-Night Grocers","Новиков, Павел",30-03-1998,27-04-1998,02-04-1998,"Ространс","91,51р.","Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10986,"Oceano Atlantico Ltda.","Крылова, Анна",30-03-1998,27-04-1998,21-04-1998,"Почта","217,86р.","Oceano Atlantico Ltda.","Ing. Gustavo Moncada 8585
Piso 20-A","Буэнос-Айрес",,"1010","Аргентина"
10987,"Eastern Connection","Крылова, Анна",31-03-1998,28-04-1998,06-04-1998,"Ространс","185,48р.","Eastern Connection","35 King George","Лондон",,"WX3 6FW","Великобритания"
10988,"Rattlesnake Canyon Grocery","Бабкина, Ольга",31-03-1998,28-04-1998,10-04-1998,"Почта","61,14р.","Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
10989,"Que Delicia","Новиков, Павел",31-03-1998,28-04-1998,02-04-1998,"Ространс","34,76р.","Que Delicia","Rua da Panificadora, 12","Рио-де-Жанейро","RJ","02389-673","Бразилия"
10990,"Ernst Handel","Новиков, Павел",01-04-1998,13-05-1998,07-04-1998,"Иное","117,61р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10991,"QUICK-Stop","Белова, Мария",01-04-1998,29-04-1998,07-04-1998,"Ространс","38,51р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10992,"The Big Cheese","Белова, Мария",01-04-1998,29-04-1998,03-04-1998,"Иное","4,27р.","The Big Cheese","89 Jefferson Way
Suite 2","Портленд","OR","97201","США"
10993,"Folk och fa HB","Кралев, Петр",01-04-1998,29-04-1998,10-04-1998,"Иное","8,81р.","Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10994,"Vaffeljernet","Новиков, Павел",02-04-1998,16-04-1998,09-04-1998,"Иное","65,53р.","Vaffeljernet","Smagsloget 45","Орхус",,"8200","Дания"
10995,"Pericles Comidas clasicas","Белова, Мария",02-04-1998,30-04-1998,06-04-1998,"Иное","46,00р.","Pericles Comidas clasicas","Calle Dr. Jorge Cash 321","Мехико",,"05033","Мексика"
10996,"QUICK-Stop","Воронова, Дарья",02-04-1998,30-04-1998,10-04-1998,"Почта","1,12р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10997,"LILA-Supermercado","Крылова, Анна",03-04-1998,15-05-1998,13-04-1998,"Почта","73,91р.","LILA-Supermercado","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Баркисимето","Lara","3508","Венесуэлла"
10998,"Wolski  Zajazd","Крылова, Анна",03-04-1998,17-04-1998,17-04-1998,"Почта","20,31р.","Wolski Zajazd","ul. Filtrowa 68","Варшава",,"01-012","Польша"
10999,"Ottilies Kaseladen","Акбаев, Иван",03-04-1998,01-05-1998,10-04-1998,"Почта","96,35р.","Ottilies Kaseladen","Mehrheimerstr. 369","Кельн",,"50739","Германия"
11000,"Rattlesnake Canyon Grocery","Новиков, Павел",06-04-1998,04-05-1998,14-04-1998,"Иное","55,12р.","Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
11001,"Folk och fa HB","Новиков, Павел",06-04-1998,04-05-1998,14-04-1998,"Почта","197,30р.","Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
11002,"Save-a-lot Markets","Воронова, Дарья",06-04-1998,04-05-1998,16-04-1998,"Ространс","141,16р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
11003,"The Cracker Box","Бабкина, Ольга",06-04-1998,04-05-1998,08-04-1998,"Иное","14,91р.","The Cracker Box","55 Grizzly Peak Rd.","Бут","MT","59801","США"
11004,"Maison Dewey","Бабкина, Ольга",07-04-1998,05-05-1998,20-04-1998,"Ространс","44,84р.","Maison Dewey","Rue Joseph-Bens 532","Брюссель",,"B-1180","Бельгия"
11005,"Wilman Kala","Новиков, Павел",07-04-1998,05-05-1998,10-04-1998,"Ространс","0,75р.","Wilman Kala","Keskuskatu 45","Хельсинки",,"21240","Финляндия"
11006,"Great Lakes Food Market","Бабкина, Ольга",07-04-1998,05-05-1998,15-04-1998,"Почта","25,19р.","Great Lakes Food Market","2732 Baker Blvd.","Юджин","OR","97403","США"
11007,"Princesa Isabel Vinhos","Крылова, Анна",08-04-1998,06-05-1998,13-04-1998,"Почта","202,24р.","Princesa Isabel Vinhos","Estrada da saude n. 58","Лиссабон",,"1756","Португалия"
11008,"Ernst Handel","Кралев, Петр",08-04-1998,06-05-1998,,"Иное","79,46р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
11009,"Godos Cocina Tipica","Новиков, Павел",08-04-1998,06-05-1998,10-04-1998,"Ространс","59,11р.","Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
11010,"Reggiani Caseifici","Новиков, Павел",09-04-1998,07-05-1998,21-04-1998,"Почта","28,71р.","Reggiani Caseifici","Strada Provinciale 124","Реджио-Эмилио",,"42100","Италия"
11011,"Alfreds Futterkiste","Бабкина, Ольга",09-04-1998,07-05-1998,13-04-1998,"Ространс","1,21р.","Alfreds Futterkiste","Obere Str. 57","Берлин",,"12209","Германия"
11012,"Frankenversand","Белова, Мария",09-04-1998,23-04-1998,17-04-1998,"Иное","242,95р.","Frankenversand","Berliner Platz 43","Мюнхен",,"80805","Германия"
11013,"Romero y tomillo","Новиков, Павел",09-04-1998,07-05-1998,10-04-1998,"Ространс","32,99р.","Romero y tomillo","Gran Via, 1","Мадрид",,"28001","Испания"
11014,"LINO-Delicateses","Новиков, Павел",10-04-1998,08-05-1998,15-04-1998,"Иное","23,60р.","LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
11015,"Santu Gourmet","Новиков, Павел",10-04-1998,24-04-1998,20-04-1998,"Почта","4,62р.","Sante Gourmet","Erling Skakkes gate 78","Ставерен",,"4110","Норвегия"
11016,"Around the Horn","Ясенева, Инна",10-04-1998,08-05-1998,13-04-1998,"Почта","33,80р.","Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
11017,"Ernst Handel","Ясенева, Инна",13-04-1998,11-05-1998,20-04-1998,"Почта","754,26р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
11018,"Lonesome Pine Restaurant","Воронова, Дарья",13-04-1998,11-05-1998,16-04-1998,"Почта","11,65р.","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Портленд","OR","97219","США"
11019,"Rancho grande","Акбаев, Иван",13-04-1998,11-05-1998,,"Иное","3,17р.","Rancho grande","Av. del Libertador 900","Буэнос-Айрес",,"1010","Аргентина"
11020,"Ottilies Kaseladen","Новиков, Павел",14-04-1998,12-05-1998,16-04-1998,"Почта","43,30р.","Ottilies Kaseladen","Mehrheimerstr. 369","Кельн",,"50739","Германия"
11021,"QUICK-Stop","Бабкина, Ольга",14-04-1998,12-05-1998,21-04-1998,"Ространс","297,18р.","QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
11022,"Hanari Carnes","Ясенева, Инна",14-04-1998,12-05-1998,04-05-1998,"Почта","6,27р.","Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
11023,"B's Beverages","Белова, Мария",14-04-1998,28-04-1998,24-04-1998,"Почта","123,83р.","B's Beverages","Fauntleroy Circus","Лондон",,"EC2 5NT","Великобритания"
11024,"Eastern Connection","Воронова, Дарья",15-04-1998,13-05-1998,20-04-1998,"Ространс","74,36р.","Eastern Connection","35 King George","Лондон",,"WX3 6FW","Великобритания"
11025,"Wartian Herkku","Акбаев, Иван",15-04-1998,13-05-1998,24-04-1998,"Иное","29,17р.","Wartian Herkku","Torikatu 38","Оулу",,"90110","Финляндия"
11026,"Franchi S.p.A.","Воронова, Дарья",15-04-1998,13-05-1998,28-04-1998,"Ространс","47,09р.","Franchi S.p.A.","Via Monte Bianco 34","Турин",,"10100","Италия"
11027,"Bottom-Dollar Markets","Белова, Мария",16-04-1998,14-05-1998,20-04-1998,"Ространс","52,52р.","Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
11028,"Koniglich Essen","Новиков, Павел",16-04-1998,14-05-1998,22-04-1998,"Ространс","29,59р.","Koniglich Essen","Maubelstr. 90","Бранденбург",,"14776","Германия"
11029,"Chop-suey Chinese","Воронова, Дарья",16-04-1998,14-05-1998,27-04-1998,"Ространс","47,84р.","Chop-suey Chinese","Hauptstr. 31","Берн",,"3012","Швейцария"
11030,"Save-a-lot Markets","Кралев, Петр",17-04-1998,15-05-1998,27-04-1998,"Почта","830,75р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
11031,"Save-a-lot Markets","Акбаев, Иван",17-04-1998,15-05-1998,24-04-1998,"Почта","227,22р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
11032,"White Clover Markets","Новиков, Павел",17-04-1998,15-05-1998,23-04-1998,"Иное","606,19р.","White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
11033,"Richter Supermarkt","Кралев, Петр",17-04-1998,15-05-1998,23-04-1998,"Иное","84,74р.","Richter Supermarkt","Starenweg 5","Женева",,"1204","Швейцария"
11034,"Old World Delicatessen","Крылова, Анна",20-04-1998,01-06-1998,27-04-1998,"Ространс","40,32р.","Old World Delicatessen","2743 Bering St.","Анкоридж","AK","99508","США"
11035,"Supremes delices","Новиков, Павел",20-04-1998,18-05-1998,24-04-1998,"Почта","0,17р.","Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
11036,"Drachenblut Delikatessen","Крылова, Анна",20-04-1998,18-05-1998,22-04-1998,"Иное","149,47р.","Drachenblut Delikatessen","Walserweg 21","Ахен",,"52066","Германия"
11037,"Godos Cocina Tipica","Кралев, Петр",21-04-1998,19-05-1998,27-04-1998,"Ространс","3,20р.","Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
11038,"Supremes delices","Белова, Мария",21-04-1998,19-05-1998,30-04-1998,"Почта","29,59р.","Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
11039,"LINO-Delicateses","Белова, Мария",21-04-1998,19-05-1998,,"Почта","65,00р.","LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
11040,"Great Lakes Food Market","Воронова, Дарья",22-04-1998,20-05-1998,,"Иное","18,84р.","Great Lakes Food Market","2732 Baker Blvd.","Юджин","OR","97403","США"
11041,"Chop-suey Chinese","Бабкина, Ольга",22-04-1998,20-05-1998,28-04-1998,"Почта","48,22р.","Chop-suey Chinese","Hauptstr. 31","Берн",,"3012","Швейцария"
11042,"Comercio Mineiro","Новиков, Павел",22-04-1998,06-05-1998,01-05-1998,"Ространс","29,99р.","Comercio Mineiro","Av. dos Lusiadas, 23","Сан-Пауло","SP","05432-043","Бразилия"
11043,"Specialites du monde","Кротов, Андрей",22-04-1998,20-05-1998,29-04-1998,"Почта","8,80р.","Specialites du monde","25, rue Lauriston","Париж",,"75016","Франция"
11044,"Wolski  Zajazd","Воронова, Дарья",23-04-1998,21-05-1998,01-05-1998,"Ространс","8,72р.","Wolski Zajazd","ul. Filtrowa 68","Варшава",,"01-012","Польша"
11045,"Bottom-Dollar Markets","Акбаев, Иван",23-04-1998,21-05-1998,,"Почта","70,58р.","Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
11046,"Die Wandernde Kuh","Крылова, Анна",23-04-1998,21-05-1998,24-04-1998,"Почта","71,64р.","Die Wandernde Kuh","Adenauerallee 900","Штутгарт",,"70563","Германия"
11047,"Eastern Connection","Кралев, Петр",24-04-1998,22-05-1998,01-05-1998,"Иное","46,62р.","Eastern Connection","35 King George","Лондон",,"WX3 6FW","Великобритания"
11048,"Bottom-Dollar Markets","Кралев, Петр",24-04-1998,22-05-1998,30-04-1998,"Иное","24,12р.","Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
11049,"Gourmet Lanchonetes","Бабкина, Ольга",24-04-1998,22-05-1998,04-05-1998,"Ространс","8,34р.","Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
11050,"Folk och fa HB","Крылова, Анна",27-04-1998,25-05-1998,05-05-1998,"Почта","59,41р.","Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
11051,"La maison d'Asie","Кралев, Петр",27-04-1998,25-05-1998,,"Иное","2,79р.","La maison d'Asie","1 rue Alsace-Lorraine","Тулуза",,"31000","Франция"
11052,"Hanari Carnes","Бабкина, Ольга",27-04-1998,25-05-1998,01-05-1998,"Ространс","67,26р.","Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
11053,"Piccolo und mehr","Новиков, Павел",27-04-1998,25-05-1998,29-04-1998,"Почта","53,05р.","Piccolo und mehr","Geislweg 14","Зальцбург",,"5020","Австрия"
11054,"Cactus Comidas para llevar","Крылова, Анна",28-04-1998,26-05-1998,,"Ространс","0,33р.","Cactus Comidas para llevar","Cerrito 333","Буэнос-Айрес",,"1010","Аргентина"
11055,"HILARION-Abastos","Кралев, Петр",28-04-1998,26-05-1998,05-05-1998,"Почта","120,92р.","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
11056,"Eastern Connection","Крылова, Анна",28-04-1998,12-05-1998,01-05-1998,"Почта","278,96р.","Eastern Connection","35 King George","Лондон",,"WX3 6FW","Великобритания"
11057,"North/South","Бабкина, Ольга",29-04-1998,27-05-1998,01-05-1998,"Иное","4,13р.","North/South","South House
300 Queensbridge","Лондон",,"SW7 1RZ","Великобритания"
11058,"Blauer See Delikatessen","Ясенева, Инна",29-04-1998,27-05-1998,,"Иное","31,14р.","Blauer See Delikatessen","Forsterstr. 57","Мангейм",,"68306","Германия"
11059,"Ricardo Adocicados","Новиков, Павел",29-04-1998,10-06-1998,,"Почта","85,80р.","Ricardo Adocicados","Av. Copacabana, 267","Рио-де-Жанейро","RJ","02389-890","Бразилия"
11060,"Franchi S.p.A.","Новиков, Павел",30-04-1998,28-05-1998,04-05-1998,"Почта","10,98р.","Franchi S.p.A.","Via Monte Bianco 34","Турин",,"10100","Италия"
11061,"Great Lakes Food Market","Воронова, Дарья",30-04-1998,11-06-1998,,"Иное","14,01р.","Great Lakes Food Market","2732 Baker Blvd.","Юджин","OR","97403","США"
11062,"Reggiani Caseifici","Воронова, Дарья",30-04-1998,28-05-1998,,"Почта","29,93р.","Reggiani Caseifici","Strada Provinciale 124","Реджио-Эмилио",,"42100","Италия"
11063,"Hungry Owl All-Night Grocers","Бабкина, Ольга",30-04-1998,28-05-1998,06-05-1998,"Почта","81,73р.","Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
11064,"Save-a-lot Markets","Белова, Мария",01-05-1998,29-05-1998,04-05-1998,"Ространс","30,09р.","Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
11065,"LILA-Supermercado","Крылова, Анна",01-05-1998,29-05-1998,,"Ространс","12,91р.","LILA-Supermercado","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Баркисимето","Lara","3508","Венесуэлла"
11066,"White Clover Markets","Кралев, Петр",01-05-1998,29-05-1998,04-05-1998,"Почта","44,72р.","White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
11067,"Drachenblut Delikatessen","Белова, Мария",04-05-1998,18-05-1998,06-05-1998,"Почта","7,98р.","Drachenblut Delikatessen","Walserweg 21","Ахен",,"52066","Германия"
11068,"Queen Cozinha","Крылова, Анна",04-05-1998,01-06-1998,,"Почта","81,75р.","Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
11069,"Tortuga Restaurante","Белова, Мария",04-05-1998,01-06-1998,06-05-1998,"Почта","15,67р.","Tortuga Restaurante","Avda. Azteca 123","Мехико",,"05033","Мексика"
11070,"Lehmanns Marktstand","Новиков, Павел",05-05-1998,02-06-1998,,"Ространс","136,00р.","Lehmanns Marktstand","Magazinweg 7","Франкфурт",,"60528","Германия"
11071,"LILA-Supermercado","Белова, Мария",05-05-1998,02-06-1998,,"Ространс","0,93р.","LILA-Supermercado","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Баркисимето","Lara","3508","Венесуэлла"
11072,"Ernst Handel","Воронова, Дарья",05-05-1998,02-06-1998,,"Почта","258,64р.","Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
11073,"Pericles Comidas clasicas","Новиков, Павел",05-05-1998,02-06-1998,,"Почта","24,95р.","Pericles Comidas clasicas","Calle Dr. Jorge Cash 321","Мехико",,"05033","Мексика"
11074,"Simons bistro","Кралев, Петр",06-05-1998,03-06-1998,,"Почта","18,44р.","Simons bistro","Vinbaeltet 34","Копенгаген",,"1734","Дания"
11075,"Richter Supermarkt","Крылова, Анна",06-05-1998,03-06-1998,,"Почта","6,19р.","Richter Supermarkt","Starenweg 5","Женева",,"1204","Швейцария"
11076,"Bon app'","Воронова, Дарья",06-05-1998,03-06-1998,,"Почта","38,28р.","Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
11077,"Rattlesnake Canyon Grocery","Белова, Мария",06-05-1998,03-06-1998,,"Почта","8,53р.","Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
